user_id,high_score,quiz_id
183,9.00,76
183,10.00,79
183,8.00,80
183,9.00,84
183,1.00,86
183,0.00,87
183,11.00,92
183,10.00,94
183,7.14,96
183,35.50,101
183,30.00,105
183,8.89,108
183,0.00,110
183,8.00,113
183,9.00,115
183,25.59,117
183,0.00,121
183,24.19,125
183,13.00,127
183,11.00,129
183,9.00,134
183,16.00,137
183,5.00,147
183,4.00,149
183,0.00,150
183,4.00,153
183,6.00,154
183,1.00,158
183,5.00,161
183,8.00,163
183,14.00,164
183,11.00,168
183,26.00,172
183,16.00,173
183,0.00,174
183,39.75,176
201,0.00,44
201,8.00,49
201,5.00,58
201,0.00,61
201,11.50,63
201,0.00,65
201,9.00,67
201,11.00,71
201,9.00,76
201,7.00,79
201,5.00,80
201,3.00,84
201,1.00,86
201,9.00,92
201,0.00,94
201,0.00,96
201,0.00,100
201,25.00,101
201,27.00,105
201,5.00,108
201,0.00,110
201,8.00,113
201,9.00,115
201,26.84,117
201,0.00,121
201,28.66,125
201,13.00,127
201,10.00,129
201,0.00,134
201,10.00,137
201,9.00,147
201,4.00,153
201,7.00,154
201,4.00,158
201,5.00,161
201,8.00,163
201,7.00,164
201,10.00,166
201,9.00,168
201,26.00,172
201,7.00,173
201,0.00,174
201,38.70,176
205,0.00,44
205,8.50,49
205,8.00,58
205,0.00,61
205,11.50,63
205,8.50,67
205,8.00,71
205,7.00,76
205,10.00,79
205,7.00,80
205,9.00,84
205,1.00,86
205,13.00,92
205,10.00,94
205,10.00,96
205,10.00,100
205,24.50,101
205,30.00,105
205,10.00,108
205,10.00,110
205,8.00,113
205,10.00,115
205,24.85,117
205,10.00,119
205,10.00,121
205,0.00,124
205,27.95,125
205,13.00,127
205,11.00,129
205,23.00,130
205,17.00,134
205,15.00,137
205,0.00,140
205,0.00,145
205,9.00,147
205,6.00,149
205,0.00,150
205,5.00,153
205,7.00,154
205,5.00,158
205,4.00,161
205,10.00,163
205,12.00,164
205,9.00,166
205,16.00,168
205,35.00,172
205,13.00,173
205,0.00,174
205,39.28,176
223,0.00,44
223,9.00,49
223,10.00,56
223,0.00,60
223,13.00,62
223,0.00,64
223,9.50,66
223,12.00,74
223,10.00,77
223,5.00,78
223,7.00,82
223,0.00,85
223,16.00,90
223,0.00,93
223,0.00,95
223,38.50,97
223,10.00,99
223,25.00,106
223,10.00,107
223,0.00,109
223,31.92,111
223,8.00,112
223,9.00,114
223,8.00,118
223,10.00,120
223,32.53,122
223,13.00,126
223,12.00,128
223,37.00,132
223,15.00,135
223,11.00,146
223,6.00,148
223,5.00,151
223,5.00,152
223,5.00,157
223,6.00,160
223,12.00,162
223,9.00,165
223,29.00,167
223,48.00,169
230,3.00,44
230,8.00,49
230,0.00,61
230,12.00,63
230,1.00,65
230,7.00,67
230,11.00,71
230,7.00,76
230,10.00,79
230,8.00,80
230,7.00,84
230,0.00,86
230,6.14,92
230,0.00,94
230,0.00,96
230,0.00,100
230,32.50,101
230,0.00,105
230,8.00,113
230,7.00,115
230,21.43,117
230,21.42,125
230,13.00,127
230,9.00,129
230,10.00,134
230,25.00,137
230,5.00,147
230,4.00,149
230,3.00,153
230,5.00,154
230,3.00,158
230,2.00,161
230,9.00,163
230,13.00,164
230,5.00,166
230,41.00,172
230,14.00,173
230,46.35,176
236,0.00,44
236,9.00,49
236,9.00,56
236,0.00,60
236,13.00,62
236,0.00,64
236,9.50,66
236,7.00,69
236,12.00,74
236,8.00,77
236,5.00,78
236,5.00,82
236,9.34,90
236,10.00,93
236,10.00,95
236,35.00,97
236,24.00,106
236,10.00,107
236,20.44,111
236,8.00,112
236,4.00,114
236,12.00,126
236,10.00,128
236,9.00,132
236,21.00,135
236,0.00,139
236,0.00,144
236,8.00,146
236,3.00,148
236,6.00,157
236,0.00,159
236,5.00,160
236,8.00,162
236,8.00,165
236,20.00,167
236,38.00,169
237,0.00,44
237,8.00,49
268,0.00,44
268,9.00,49
268,5.00,58
268,0.00,61
268,7.50,63
268,0.00,65
268,9.50,67
268,9.00,76
268,10.00,79
268,7.00,80
268,8.00,84
268,13.00,92
268,0.00,94
268,0.00,96
268,26.00,101
268,7.00,113
268,7.00,115
268,26.43,117
268,6.00,119
268,25.64,125
268,12.00,127
268,22.00,134
268,19.00,137
268,2.00,153
268,4.00,154
268,3.00,158
268,11.00,163
268,12.00,164
268,30.00,172
268,0.00,174
268,35.94,176
269,0.00,44
269,8.50,49
269,9.00,58
269,13.00,63
269,9.50,67
269,11.00,71
269,8.00,76
269,10.00,79
269,8.00,80
269,9.00,84
269,14.00,92
269,0.00,94
269,0.00,96
269,36.00,101
269,27.00,105
269,6.00,113
269,8.00,115
269,17.32,117
269,7.00,119
269,10.00,121
269,29.68,125
269,12.00,127
269,12.00,129
269,27.00,130
269,28.00,134
269,19.00,137
269,8.00,147
269,4.00,149
269,0.00,150
269,3.00,153
269,6.00,154
269,1.00,158
269,3.00,161
269,11.00,163
269,14.00,164
269,10.00,166
269,7.00,168
269,46.00,172
269,17.00,173
269,0.00,174
269,50.00,176
271,0.00,44
271,7.50,49
271,10.00,58
271,0.00,61
271,11.00,63
271,9.50,67
271,12.00,71
271,4.00,76
271,10.00,79
271,8.00,80
271,10.00,84
271,0.00,86
271,16.00,92
271,10.00,94
271,9.52,96
271,0.00,100
271,29.50,101
271,10.00,108
271,10.00,110
271,8.00,113
271,9.00,115
271,26.89,117
271,6.00,119
271,10.00,121
271,13.00,127
271,12.00,129
271,19.00,134
271,22.00,137
271,6.00,149
271,5.00,153
271,7.00,154
271,0.00,158
271,3.00,161
271,8.00,163
271,14.00,164
271,7.00,166
271,7.00,168
271,33.00,172
271,0.00,174
271,40.53,176
274,0.00,44
274,8.50,49
274,4.50,63
274,9.00,67
274,10.00,71
274,6.00,76
274,9.00,79
274,7.00,80
274,7.00,84
274,1.00,86
274,10.34,92
274,29.50,101
274,0.00,110
274,8.00,113
274,7.00,115
274,23.38,117
274,23.32,125
274,13.00,127
274,16.00,134
274,15.00,137
274,8.00,147
274,5.00,153
274,5.00,154
274,4.00,161
274,10.00,163
274,11.00,164
274,13.00,172
274,15.00,173
274,32.38,176
281,0.00,44
281,9.00,49
281,7.00,58
281,0.00,61
281,13.00,63
281,0.00,65
281,8.00,67
281,10.00,71
281,9.00,76
281,10.00,79
281,7.00,80
281,9.00,84
281,0.00,86
281,0.00,87
281,16.00,92
281,10.00,94
281,10.00,96
281,0.00,100
281,35.00,101
281,28.00,105
281,10.00,108
281,10.00,110
281,8.00,113
281,8.00,115
281,29.61,117
281,9.00,119
281,10.00,121
281,30.05,125
281,13.00,127
281,11.00,129
281,23.00,134
281,25.00,137
281,8.00,147
281,6.00,149
281,5.00,153
281,7.00,154
281,7.00,158
281,2.00,161
281,11.00,163
281,18.00,164
281,9.00,166
281,14.00,168
281,37.00,172
281,19.00,173
281,0.00,174
281,46.59,176
337,0.00,44
337,9.00,49
337,7.00,55
337,0.00,60
337,13.00,62
337,0.00,64
337,10.00,66
337,12.00,68
337,13.00,73
337,10.00,77
337,6.00,78
337,6.00,81
337,8.34,89
337,1.93,93
337,0.00,95
337,35.50,102
337,8.00,112
337,7.00,114
337,27.38,116
337,26.35,122
337,13.00,126
337,9.00,128
337,29.00,131
337,21.00,136
337,9.00,146
337,7.00,148
337,7.00,152
337,6.00,157
337,4.00,160
337,10.00,162
337,10.00,165
337,29.00,167
337,44.00,170
342,0.00,44
342,4.00,49
342,6.00,58
342,0.00,61
342,11.50,63
342,0.00,65
342,8.50,67
342,9.00,76
342,7.00,79
342,5.00,80
342,4.00,84
342,0.00,86
342,10.00,94
342,5.24,96
342,0.00,100
342,32.50,101
342,7.50,108
342,0.00,110
342,8.00,113
342,8.00,115
342,24.16,117
342,8.00,119
342,0.00,121
342,0.00,124
342,26.80,125
342,12.00,127
342,8.00,129
342,36.00,134
342,12.00,137
342,0.00,140
342,0.00,145
342,5.00,149
342,0.00,150
342,5.00,153
342,7.00,154
342,3.00,158
342,3.00,161
342,10.00,163
342,15.00,164
342,0.00,174
342,54.53,176
342,34.00,177
343,0.00,44
343,8.50,49
343,10.00,57
343,0.00,60
343,10.50,62
343,9.00,66
343,14.00,70
343,9.00,75
343,10.00,77
343,7.00,78
343,8.00,83
343,10.00,85
343,16.00,91
343,10.00,93
343,0.00,95
343,39.00,97
343,0.00,99
343,10.00,107
343,0.00,109
343,35.76,111
343,8.00,112
343,6.00,114
343,10.00,118
343,10.00,120
343,34.66,122
343,13.00,126
343,11.00,128
343,35.00,133
343,20.00,138
343,8.00,146
343,5.00,148
343,5.00,151
343,7.00,152
343,4.00,157
343,5.00,160
343,8.00,162
343,6.00,165
343,27.00,167
343,43.00,171
344,0.00,44
344,9.00,49
344,10.00,57
344,0.00,60
344,13.00,62
344,0.00,64
344,8.50,66
344,12.00,70
344,13.00,75
344,10.00,77
344,5.00,78
344,6.00,83
344,0.00,85
344,8.34,91
344,10.00,93
344,10.00,95
344,37.00,97
344,0.00,99
344,30.00,106
344,10.00,107
344,10.00,109
344,16.42,111
344,8.00,112
344,10.00,118
344,10.00,120
344,28.82,122
344,13.00,126
344,9.00,128
344,12.00,133
344,19.00,138
344,10.00,146
344,7.00,148
344,5.00,151
344,7.00,152
344,3.00,157
344,4.00,160
344,9.00,162
344,27.00,171
345,0.00,44
345,8.50,49
345,7.00,57
345,0.00,60
345,12.00,62
345,0.00,64
345,9.50,66
345,11.00,70
345,7.00,75
345,10.00,77
345,8.00,78
345,7.00,83
345,10.00,85
345,12.34,91
345,0.00,93
345,0.00,95
345,39.00,97
345,10.00,99
345,28.00,106
345,0.00,107
345,0.00,109
345,38.24,111
345,8.00,112
345,9.00,114
345,10.00,118
345,10.00,120
345,13.00,126
345,10.00,128
345,28.00,133
345,25.00,138
345,10.00,146
345,5.00,148
345,5.00,151
345,7.00,152
345,7.00,157
345,5.00,160
345,10.00,162
345,8.00,165
345,33.00,167
345,48.00,171
346,0.00,44
346,8.00,49
346,9.00,55
346,0.00,60
346,13.00,62
346,0.00,64
346,9.50,66
346,12.00,68
346,8.00,73
346,10.00,77
346,8.00,78
346,5.00,81
346,10.00,85
346,10.00,89
346,10.00,93
346,10.00,95
346,10.00,99
346,38.50,102
346,28.00,106
346,10.00,107
346,10.00,109
346,8.00,112
346,9.00,114
346,33.39,116
346,8.00,118
346,10.00,120
346,13.00,126
346,12.00,128
346,35.00,131
346,21.00,136
346,9.00,146
346,6.00,148
346,5.00,151
346,7.00,152
346,7.00,157
346,0.00,159
346,6.00,160
346,11.00,162
346,7.00,165
346,7.00,167
346,30.00,170
347,0.00,44
347,8.50,49
347,10.00,56
347,0.00,60
347,11.00,62
347,0.00,64
347,10.00,66
347,12.00,69
347,13.00,74
347,10.00,77
347,8.00,78
347,8.00,82
347,0.00,85
347,11.00,90
347,10.00,93
347,10.00,95
347,32.50,97
347,0.00,99
347,30.00,106
347,10.00,107
347,10.00,109
347,35.04,111
347,8.00,112
347,11.00,118
347,10.00,120
347,13.00,126
347,9.00,128
347,11.00,132
347,16.00,135
347,9.00,146
347,5.00,148
347,4.00,151
347,5.00,152
347,6.00,157
347,2.00,160
347,5.00,162
347,5.00,165
347,49.00,169
348,9.00,44
348,3.00,49
348,10.00,55
348,2.00,60
348,4.00,64
348,11.00,68
348,11.00,73
348,10.00,77
348,6.43,93
348,7.62,95
348,30.50,97
348,0.00,99
348,12.96,111
348,8.00,112
348,8.00,114
348,10.00,126
348,11.00,128
348,7.00,133
348,15.00,138
348,6.00,146
348,1.00,162
348,6.00,165
348,29.00,171
349,9.00,58
349,10.00,71
349,9.00,76
349,8.00,79
349,0.00,94
349,0.00,96
349,23.00,101
349,7.00,113
349,8.93,117
349,0.00,134
349,14.00,137
349,4.00,153
349,5.00,154
349,9.00,164
349,5.00,172
349,31.65,176
350,0.00,44
350,8.00,49
350,6.00,58
350,0.00,61
350,12.00,63
350,9.00,67
350,10.00,71
350,10.00,76
350,9.00,79
350,7.00,80
350,9.00,84
350,2.99,92
350,0.00,94
350,0.00,96
350,0.00,100
350,34.00,101
350,27.00,105
350,0.00,110
350,8.00,113
350,9.00,115
350,33.42,117
350,8.00,119
350,10.00,121
350,26.53,125
350,13.00,127
350,11.00,129
350,31.00,134
350,6.00,137
350,6.00,147
350,5.00,149
350,5.00,153
350,5.00,154
350,9.00,164
350,8.00,168
350,20.00,172
350,0.00,174
350,34.95,176
351,0.00,44
351,8.50,49
351,8.00,56
351,13.00,62
351,7.00,69
351,6.00,74
351,8.00,78
351,7.00,82
351,0.00,85
351,7.84,90
351,23.00,97
351,16.00,106
351,5.11,111
351,8.00,112
351,20.80,122
351,6.00,132
351,3.00,135
351,5.00,146
351,3.00,148
351,1.00,157
351,24.00,169
352,0.00,44
352,8.00,49
352,8.00,57
352,12.00,62
352,4.00,70
352,10.00,75
352,10.00,77
352,7.00,78
352,6.00,83
352,10.00,85
352,10.00,91
352,0.00,93
352,24.50,97
352,23.70,111
352,19.75,122
352,11.00,126
352,11.00,133
352,15.00,138
352,4.00,146
352,4.00,152
352,0.00,162
352,17.00,171
353,3.00,44
353,7.50,49
353,10.00,57
353,0.00,60
353,12.50,62
353,0.00,64
353,7.00,66
353,4.00,75
353,7.00,77
353,1.00,78
353,11.34,91
353,0.00,93
353,0.00,95
353,17.00,97
353,0.00,109
353,18.83,111
353,7.00,112
353,19.34,122
353,13.00,126
353,9.00,128
353,9.00,133
353,5.00,138
353,9.00,146
353,2.00,157
353,5.00,160
353,5.00,162
354,0.00,44
354,8.50,49
354,9.00,56
354,0.00,60
354,12.00,62
354,0.00,64
354,9.00,66
354,12.00,69
354,11.00,74
354,10.00,77
354,6.00,78
354,10.00,82
354,10.00,85
354,16.00,90
354,10.00,93
354,10.00,95
354,37.00,97
354,10.00,99
354,22.00,106
354,10.00,107
354,10.00,109
354,33.35,111
354,8.00,112
354,8.00,114
354,10.00,118
354,10.00,120
354,11.00,126
354,11.00,128
354,22.00,132
354,15.00,135
354,0.00,139
354,10.00,146
354,7.00,148
354,3.00,151
354,5.00,152
354,1.00,157
354,0.00,159
354,6.00,160
354,10.00,162
354,44.00,169
355,0.00,44
355,9.00,49
355,5.00,56
355,0.00,60
355,6.50,62
355,0.00,64
355,9.50,66
355,6.00,69
355,9.00,74
355,8.00,77
355,3.00,78
355,8.00,82
355,15.00,90
355,0.00,93
355,0.00,95
355,35.00,97
355,10.00,106
355,10.00,107
355,25.72,116
355,29.71,122
355,5.00,128
355,12.00,132
355,21.00,135
355,9.00,146
355,2.00,157
355,1.00,160
355,10.00,162
355,9.00,165
355,15.00,167
355,45.00,169
357,0.00,44
357,8.50,49
357,10.00,57
357,0.00,60
357,12.00,62
357,0.00,64
357,10.00,66
357,9.00,70
357,8.00,75
357,10.00,77
357,6.00,78
357,6.00,83
357,10.00,85
357,6.00,91
357,0.00,93
357,0.00,95
357,36.00,97
357,10.00,99
357,24.00,106
357,10.00,107
357,10.00,109
357,34.03,111
357,8.00,112
357,10.00,120
357,25.94,122
357,0.00,123
357,12.00,126
357,8.00,128
357,8.00,133
357,22.00,138
357,0.00,139
357,6.00,146
357,3.00,148
357,4.00,151
357,7.00,152
357,3.00,157
357,0.00,159
357,4.00,160
357,4.00,162
357,4.00,165
357,0.00,167
357,37.00,171
358,0.00,44
358,9.00,49
358,9.00,55
358,0.00,60
358,12.00,62
358,0.00,64
358,10.00,66
358,13.00,68
358,7.00,73
358,10.00,77
358,8.00,78
358,7.00,81
358,14.00,89
358,0.00,93
358,0.00,95
358,28.50,102
358,10.00,107
358,10.00,109
358,8.00,112
358,9.00,114
358,25.52,116
358,10.00,120
358,28.91,122
358,12.00,126
358,12.00,128
358,11.00,131
358,21.00,136
358,9.00,146
358,6.00,148
358,6.00,157
358,5.00,160
358,10.00,162
358,9.00,165
358,24.00,167
358,34.00,170
359,0.00,44
359,9.00,49
359,10.00,57
359,12.50,62
359,9.50,66
359,9.00,70
359,7.00,75
359,9.00,77
359,9.00,78
359,4.00,83
359,0.00,85
359,7.00,91
359,0.00,93
359,0.00,95
359,28.00,97
359,10.00,109
359,10.10,111
359,6.00,112
359,13.00,126
359,8.00,128
359,7.00,133
359,21.00,138
359,0.00,139
359,0.00,144
359,5.00,146
359,4.00,151
359,7.00,152
359,0.00,157
359,0.00,159
359,18.00,171
360,0.00,44
360,6.00,57
360,0.00,60
360,11.50,62
360,0.00,64
360,10.00,66
360,10.00,70
360,12.00,75
360,10.00,77
360,10.00,85
360,7.00,91
360,0.00,93
360,0.00,95
360,35.00,97
360,10.00,99
360,30.00,106
360,10.00,109
360,32.83,111
360,8.00,112
360,13.00,126
360,36.00,133
360,21.00,138
360,2.00,157
360,49.00,171
361,3.00,44
361,8.50,49
361,4.50,62
361,0.00,64
361,3.00,66
361,12.00,75
361,9.00,77
361,28.00,97
361,16.33,111
361,8.00,112
361,12.00,126
361,3.00,133
361,11.00,138
361,10.00,146
361,5.00,151
361,0.00,157
361,27.00,171
362,0.00,44
362,9.00,49
362,8.00,55
362,0.00,60
362,6.00,62
362,0.00,64
362,6.50,66
362,6.00,68
362,9.00,73
362,4.00,77
362,1.00,78
362,3.00,81
362,8.34,89
362,0.00,99
362,34.00,102
362,21.00,106
362,8.00,112
362,16.56,116
362,19.55,122
362,10.00,126
362,7.00,128
362,11.00,131
362,14.00,136
362,6.00,148
362,1.00,157
362,0.00,160
362,3.00,162
362,26.00,170
363,4.00,44
363,8.50,49
363,9.00,58
363,0.00,61
363,10.00,63
363,1.00,65
363,8.50,67
363,8.00,71
363,9.00,76
363,10.00,79
363,9.00,80
363,7.00,84
363,0.00,86
363,12.20,92
363,0.00,94
363,0.00,96
363,34.00,101
363,10.00,108
363,0.00,110
363,7.00,113
363,28.46,117
363,10.00,121
363,26.28,125
363,13.00,127
363,10.00,129
363,9.00,134
363,16.00,137
363,8.00,147
363,2.00,149
363,5.00,153
363,7.00,154
363,3.00,161
363,14.00,164
363,6.00,166
363,4.00,168
363,30.00,172
363,0.00,174
363,34.13,176
364,0.00,44
364,8.00,49
364,6.00,58
364,13.00,63
364,10.00,67
364,8.00,71
364,10.00,76
364,8.00,79
364,5.00,80
364,10.00,84
364,0.00,86
364,12.00,92
364,10.00,94
364,10.00,96
364,36.00,101
364,30.00,105
364,10.00,108
364,10.00,110
364,8.00,113
364,9.00,115
364,24.05,117
364,10.00,121
364,31.92,125
364,13.00,127
364,12.00,129
364,26.00,134
364,25.00,137
364,6.00,147
364,6.00,149
364,1.00,153
364,7.00,154
364,4.00,158
364,2.00,161
364,6.00,163
364,17.00,164
364,10.00,166
364,8.00,168
364,46.00,172
364,16.00,173
364,0.00,174
364,31.39,176
365,0.00,44
365,7.50,49
365,6.00,57
365,0.00,60
365,12.50,62
365,8.50,66
365,6.00,70
365,9.00,77
365,6.00,78
365,11.00,91
365,0.00,93
365,0.00,95
365,34.00,97
365,18.63,111
365,7.00,112
365,0.00,120
365,23.87,122
365,11.00,126
365,3.00,133
365,25.00,138
365,10.00,146
365,3.00,148
365,5.00,151
365,7.00,152
365,3.00,157
365,38.00,171
366,9.00,49
366,6.00,58
366,0.00,61
366,13.00,63
366,9.50,67
366,14.00,71
366,6.00,76
366,10.00,79
366,7.00,80
366,8.00,84
366,0.00,86
366,6.01,92
366,0.00,94
366,0.00,96
366,30.50,101
366,10.00,108
366,10.00,110
366,7.00,113
366,7.00,115
366,18.30,117
366,10.00,121
366,28.48,125
366,12.00,127
366,10.00,134
366,3.00,137
366,8.00,147
366,5.00,149
366,5.00,153
366,7.00,154
366,5.00,158
366,5.00,161
366,11.00,163
366,12.00,164
366,10.00,166
366,25.00,172
366,0.00,174
366,37.54,176
367,0.00,44
367,8.50,49
367,8.00,58
367,13.00,63
367,6.00,67
367,7.00,76
367,9.00,79
367,0.00,94
367,0.00,96
367,27.00,101
367,18.94,125
367,4.00,134
367,15.00,137
367,5.00,154
367,11.00,163
367,13.00,164
367,34.00,172
367,24.44,176
369,0.00,44
369,9.00,49
369,10.00,57
369,0.00,60
369,13.00,62
369,0.00,64
369,9.50,66
369,10.00,70
369,10.00,75
369,10.00,77
369,9.00,78
369,8.00,83
369,10.00,85
369,14.34,91
369,0.00,93
369,0.00,95
369,38.00,97
369,10.00,99
369,30.00,106
369,10.00,107
369,0.00,109
369,34.88,111
369,8.00,112
369,7.00,114
369,10.00,118
369,10.00,120
369,32.33,122
369,0.00,123
369,13.00,126
369,9.00,128
369,33.00,133
369,25.00,138
369,0.00,139
369,0.00,144
369,11.00,146
369,8.00,148
369,5.00,151
369,7.00,152
369,8.00,157
369,7.00,160
369,12.00,162
369,10.00,165
369,36.00,167
369,48.00,171
373,0.00,44
373,9.00,49
373,4.00,58
373,0.00,61
373,12.50,63
373,0.00,65
373,8.00,67
373,11.00,71
373,10.00,76
373,8.00,80
373,5.00,84
373,0.00,86
373,10.20,92
373,0.00,94
373,0.00,96
373,38.00,101
373,17.00,105
373,0.00,110
373,8.00,113
373,8.00,115
373,28.50,117
373,9.00,119
373,28.53,125
373,12.00,127
373,9.00,129
373,33.00,130
373,29.00,134
373,25.00,137
373,4.00,149
373,1.00,153
373,7.00,154
373,4.00,158
373,2.00,161
373,10.00,163
373,18.00,164
373,9.00,166
373,10.00,168
373,50.00,172
373,9.00,173
373,47.85,176
375,0.00,44
375,8.50,49
375,8.00,58
375,6.00,71
375,4.00,76
375,8.00,79
375,0.00,86
375,6.74,92
375,0.00,94
375,0.00,96
375,29.50,101
375,14.79,117
375,17.90,125
375,6.00,154
375,11.00,163
375,10.00,164
375,9.00,172
375,39.51,176
376,0.00,44
376,9.00,49
376,7.00,58
376,7.00,63
376,8.50,67
376,10.00,79
376,3.00,84
376,0.00,86
376,34.00,101
376,7.00,113
376,8.00,115
376,10.52,117
376,10.90,125
376,9.00,134
376,12.00,137
376,3.00,153
377,2.00,44
377,9.00,49
377,7.00,58
377,0.00,61
377,12.50,63
377,7.50,67
377,9.00,71
377,12.00,76
377,9.00,79
377,6.00,80
377,7.00,84
377,0.00,86
377,13.00,92
377,0.00,94
377,0.00,96
377,0.00,100
377,37.00,101
377,7.00,113
377,30.59,117
377,11.00,119
377,10.00,121
377,31.00,125
377,13.00,127
377,10.00,129
377,37.00,134
377,16.00,137
377,6.00,147
377,4.00,149
377,5.00,153
377,6.00,154
377,7.00,158
377,6.00,161
377,11.00,163
377,18.00,164
377,8.00,168
377,44.00,172
377,0.00,174
377,51.26,176
378,9.00,44
378,9.00,49
378,7.00,58
378,2.00,61
378,13.00,63
378,2.00,65
378,9.50,67
378,11.00,71
378,6.00,76
378,9.00,79
378,6.00,80
378,6.00,84
378,14.00,92
378,10.00,94
378,10.00,96
378,32.50,101
378,10.00,108
378,7.00,113
378,9.00,115
378,24.53,117
378,0.00,121
378,12.00,127
378,9.00,129
378,7.00,134
378,17.00,137
378,8.00,147
378,5.00,149
378,5.00,153
378,7.00,154
378,1.00,158
378,2.00,161
378,11.00,163
378,14.00,164
378,9.00,166
378,16.00,168
378,19.00,172
378,0.00,174
378,19.80,176
379,9.00,49
379,6.00,58
379,8.00,79
379,0.00,86
379,0.00,100
379,27.50,101
379,6.67,108
379,8.00,113
379,10.00,115
379,24.47,117
379,10.00,121
379,25.09,125
379,10.00,127
379,7.00,129
379,3.00,134
379,12.00,137
379,9.00,147
379,4.00,149
379,5.00,153
379,7.00,154
379,0.00,161
379,8.00,163
379,13.00,164
379,23.00,172
379,26.80,176
380,9.00,44
380,9.00,49
380,8.00,58
380,2.00,61
380,0.00,65
380,9.00,71
380,5.00,76
380,10.00,79
380,5.00,80
380,7.00,84
380,1.00,86
380,12.34,92
380,10.00,94
380,10.00,96
380,34.50,101
380,27.00,105
380,10.00,108
380,10.00,110
380,7.00,113
380,25.34,117
380,10.00,121
380,0.00,124
380,26.14,125
380,13.00,127
380,7.00,129
380,6.00,134
380,17.00,137
380,7.00,147
380,2.00,149
380,0.00,150
380,5.00,153
380,7.00,154
380,6.00,158
380,4.00,161
380,9.00,163
380,16.00,164
380,11.00,168
380,38.00,172
380,0.00,174
380,42.23,176
381,3.00,44
381,9.00,49
381,0.00,61
381,13.00,63
381,0.00,65
381,9.50,67
381,14.00,71
381,9.00,76
381,10.00,79
381,7.00,80
381,7.00,84
381,0.00,86
381,9.14,92
381,0.00,94
381,0.00,96
381,0.00,100
381,34.00,101
381,22.00,105
381,10.00,108
381,10.00,110
381,8.00,113
381,9.00,115
381,30.28,117
381,12.00,119
381,10.00,121
381,0.00,124
381,35.37,125
381,13.00,127
381,8.00,129
381,23.00,134
381,25.00,137
381,0.00,145
381,8.00,147
381,5.00,149
381,0.00,150
381,5.00,153
381,6.00,154
381,4.00,158
381,5.00,161
381,12.00,163
381,17.00,164
381,6.00,166
381,39.00,172
381,0.00,174
381,46.28,176
382,0.00,44
382,8.50,49
382,8.00,58
382,10.00,63
382,12.00,71
382,9.00,76
382,10.00,79
382,9.00,84
382,15.00,92
382,7.14,94
382,0.00,96
