user_id,high_score,quiz_id,percent_score,tags_chap_mid
204,10.0,229,100,conceptual
204,6.42,235,64,mapping
204,2.0,236,20,
204,1.0,238,10,
204,8.57,241,85,conceptual
204,33.0,244,60,
204,9.87,247,98,mapping
204,9.0,251,90,conceptual
204,9.0,258,90,mapping
204,5.5,260,55,conceptual
204,15.0,262,100,
204,9.0,263,90,
204,69.7,274,69,midterm
204,5.0,278,100,
204,9.0,280,90,
204,0.0,285,0,
204,5.0,287,45,
204,34.0,291,68,
204,12.0,295,80,
204,2.0,299,28,
204,12.0,301,100,
215,13.0,191,100,
215,10.0,193,100,
215,16.0,196,100,theory
215,14.0,200,87,theory
215,9.0,201,100,
215,9.0,203,81,
215,14.0,205,87,conceptual
215,10.0,209,100,
215,10.0,210,100,conceptual
215,10.0,212,100,
215,10.0,214,100,conceptual
215,15.0,216,83,
215,17.5,218,83,
215,10.0,222,100,mapping
215,12.0,226,80,mapping
215,10.0,229,100,conceptual
215,8.52,232,85,conceptual
215,9.62,234,96,conceptual
215,2.0,236,20,
215,10.0,238,100,
215,9.52,241,95,conceptual
215,51.0,244,92,
215,10.0,247,100,mapping
215,5.0,251,50,conceptual
215,9.57,258,95,mapping
215,9.2,259,92,conceptual
215,13.0,262,86,
215,6.0,263,60,
215,77.7,274,77,midterm
215,5.0,278,100,
215,0.0,285,0,
215,6.0,287,54,
215,13.0,289,86,
215,28.0,290,56,
216,13.0,191,100,
216,10.0,193,100,
216,16.0,196,100,theory
216,15.0,200,93,theory
216,9.0,201,100,
216,10.0,203,90,
216,10.0,205,62,conceptual
216,10.0,209,100,
216,10.0,210,100,conceptual
216,10.0,212,100,
216,6.9,213,69,conceptual
216,10.0,214,100,conceptual
216,18.0,216,100,
216,18.5,218,88,
216,10.0,222,100,mapping
216,7.87,224,78,
216,9.0,226,60,mapping
216,8.15,228,81,mapping
216,10.0,229,100,conceptual
216,6.42,235,64,mapping
216,9.0,236,90,
216,7.0,238,70,
216,8.57,241,85,conceptual
216,51.5,244,93,
216,9.84,247,98,mapping
216,0.0,249,0,conceptual
216,7.0,251,70,conceptual
216,8.46,258,84,mapping
216,9.0,260,90,conceptual
216,15.0,262,100,
216,10.0,263,100,
216,70.18,274,70,midterm
216,5.0,278,100,
216,9.0,280,90,
216,0.0,285,0,
216,6.0,287,54,
216,30.0,291,60,
216,8.0,295,53,
216,7.0,299,100,
216,12.0,301,100,
217,12.0,191,92,
217,10.0,193,100,
217,16.0,196,100,theory
217,13.0,200,81,theory
217,9.0,201,100,
217,9.0,203,81,
217,12.0,205,75,conceptual
217,9.0,209,100,
217,0.0,210,0,conceptual
217,9.55,212,95,
217,9.0,214,90,conceptual
217,18.0,216,100,
217,19.0,218,90,
217,9.91,222,99,mapping
217,8.16,224,81,
217,10.0,226,66,mapping
217,6.3,232,63,conceptual
217,9.23,234,92,conceptual
217,0.0,236,0,
217,10.0,238,100,
217,9.29,241,92,conceptual
217,54.0,244,98,
217,10.0,247,100,mapping
217,9.61,257,96,mapping
217,10.0,259,100,conceptual
217,15.0,262,100,
217,2.0,263,20,
217,80.53,274,80,midterm
217,4.0,278,80,
217,8.0,280,80,
217,0.0,285,0,
217,10.0,287,90,
217,10.0,289,66,
217,30.0,290,60,
217,7.0,299,100,
217,8.0,301,66,
217,8.0,307,80,
218,10.0,191,76,
218,10.0,193,100,
218,16.0,196,100,theory
218,13.0,200,81,theory
218,8.0,201,88,
218,8.0,203,72,
218,16.0,205,100,conceptual
218,9.33,210,93,conceptual
218,10.0,212,100,
218,7.75,214,77,conceptual
218,15.0,226,100,mapping
218,9.09,229,90,conceptual
218,5.93,232,59,conceptual
218,5.77,234,57,conceptual
218,10.0,236,100,
218,7.5,238,75,
218,10.0,241,100,conceptual
218,41.0,244,74,
218,7.39,247,73,mapping
218,6.13,257,61,mapping
218,8.0,259,80,conceptual
218,14.0,262,93,
218,10.0,263,100,
218,50.12,274,50,midterm
218,4.0,278,80,
218,7.0,280,70,
218,6.0,287,54,
218,6.0,289,40,
218,5.0,290,10,
221,13.0,191,100,
221,10.0,193,100,
221,16.0,196,100,theory
221,9.0,201,100,
221,9.0,203,81,
221,15.0,205,93,conceptual
221,10.0,209,100,
221,10.0,210,100,conceptual
221,5.86,212,58,
221,9.5,214,95,conceptual
221,17.0,216,94,
221,19.5,218,92,
221,0.0,222,0,mapping
221,10.0,224,100,
221,13.0,226,86,mapping
221,8.52,228,85,mapping
221,10.0,229,100,conceptual
221,9.5,235,95,mapping
221,3.0,236,30,
221,1.0,238,10,
221,7.86,241,78,conceptual
221,52.0,244,94,
221,10.0,247,100,mapping
221,0.0,249,0,conceptual
221,7.0,251,70,conceptual
221,9.69,258,96,mapping
221,10.0,260,100,conceptual
221,12.0,262,80,
221,8.0,263,80,
221,0.0,271,0,
221,71.22,274,71,midterm
221,5.0,278,100,
221,7.0,280,70,
221,0.0,285,0,
221,9.0,287,81,
221,34.0,291,68,
221,7.0,295,46,
221,10.0,301,83,
222,13.0,191,100,
222,10.0,193,100,
222,16.0,196,100,theory
222,13.0,200,81,theory
222,9.0,201,100,
222,11.0,203,100,
222,12.0,205,75,conceptual
222,10.0,209,100,
222,10.0,210,100,conceptual
222,5.52,212,55,
222,10.0,214,100,conceptual
222,15.5,216,86,
222,17.5,218,83,
222,10.0,222,100,mapping
222,7.73,224,77,
222,7.0,226,46,mapping
222,10.0,229,100,conceptual
222,6.3,232,63,conceptual
222,6.15,234,61,conceptual
222,0.0,236,0,
222,9.0,238,90,
222,6.83,241,68,conceptual
222,51.0,244,92,
222,10.0,247,100,mapping
222,5.0,251,50,conceptual
222,8.95,257,89,mapping
222,6.0,259,60,conceptual
222,10.0,262,66,
222,9.0,263,90,
222,70.14,274,70,midterm
222,5.0,278,100,
222,5.0,280,50,
222,6.0,287,54,
222,9.0,289,60,
222,21.0,290,42,
222,6.0,299,85,
222,10.0,301,83,
226,13.0,191,100,
226,10.0,193,100,
226,16.0,196,100,theory
226,16.0,200,100,theory
226,9.0,201,100,
226,11.0,203,100,
226,15.0,205,93,conceptual
226,10.0,209,100,
226,10.0,210,100,conceptual
226,10.0,212,100,
226,10.0,214,100,conceptual
226,15.0,216,83,
226,19.5,218,92,
226,9.29,224,92,
226,13.0,226,86,mapping
226,10.0,229,100,conceptual
226,9.63,232,96,conceptual
226,3.85,234,38,conceptual
226,0.0,236,0,
226,10.0,238,100,
226,9.05,241,90,conceptual
226,40.0,244,72,
226,10.0,247,100,mapping
226,8.0,251,80,conceptual
226,6.79,257,67,mapping
226,8.8,259,88,conceptual
226,14.0,262,93,
226,8.0,263,80,
226,62.17,274,62,midterm
226,5.0,278,100,
226,7.0,280,70,
226,7.0,287,63,
226,9.0,289,60,
226,25.0,290,50,
227,13.0,191,100,
227,10.0,193,100,
227,16.0,196,100,theory
227,16.0,200,100,theory
227,9.0,201,100,
227,10.0,203,90,
227,11.0,205,68,conceptual
227,8.5,209,100,
227,10.0,210,100,conceptual
227,9.31,212,93,
227,10.0,214,100,conceptual
227,18.0,216,100,
227,17.0,218,80,
227,10.0,222,100,mapping
227,9.29,224,92,
227,13.0,226,86,mapping
227,5.56,228,55,mapping
227,10.0,229,100,conceptual
227,6.92,235,69,mapping
227,3.0,236,30,
227,1.0,238,10,
227,10.0,241,100,conceptual
227,52.0,244,94,
227,10.0,247,100,mapping
227,0.0,249,0,conceptual
227,10.0,251,100,conceptual
227,9.86,258,98,mapping
227,8.0,260,80,conceptual
227,15.0,262,100,
227,10.0,263,100,
227,0.0,271,0,
227,79.9,274,79,midterm
227,5.0,278,100,
227,7.0,280,70,
227,12.0,285,100,
227,8.0,287,72,
227,35.0,291,70,
227,9.0,295,60,
227,7.0,299,100,
227,9.0,301,75,
231,13.0,191,100,
231,8.0,193,80,
231,11.0,196,68,theory
231,11.0,200,68,theory
231,8.0,201,88,
231,9.0,203,81,
231,9.0,205,56,conceptual
231,6.0,209,100,
231,5.17,212,51,
231,2.35,214,23,conceptual
231,13.0,216,72,
231,13.0,218,61,
231,0.0,222,0,mapping
231,6.52,224,65,
231,3.0,226,20,mapping
231,-0.59,228,0,mapping
231,4.09,229,40,conceptual
231,5.27,235,52,mapping
231,3.0,236,30,
231,1.0,238,10,
231,5.0,241,50,conceptual
231,35.0,244,63,
231,4.14,258,41,mapping
231,8.5,260,85,conceptual
231,12.0,262,80,
231,4.0,263,40,
231,51.46,274,51,midterm
231,5.0,278,100,
231,0.0,285,0,
231,8.0,287,72,
231,12.0,291,24,
231,4.0,295,26,
231,6.0,299,85,
232,13.0,191,100,
232,10.0,193,100,
232,16.0,196,100,theory
232,16.0,200,100,theory
232,9.0,201,100,
232,10.0,203,90,
232,14.0,205,87,conceptual
232,9.0,209,100,
232,10.0,210,100,conceptual
232,9.66,212,96,
232,9.0,214,90,conceptual
232,16.5,216,91,
232,20.5,218,97,
232,10.0,222,100,mapping
232,8.58,224,85,
232,13.0,226,86,mapping
232,10.0,229,100,conceptual
232,8.89,232,88,conceptual
232,6.92,234,69,conceptual
232,0.0,236,0,
232,10.0,238,100,
232,9.52,241,95,conceptual
232,47.0,244,85,
232,10.0,247,100,mapping
232,0.0,249,0,conceptual
232,8.92,257,89,mapping
232,7.2,259,72,conceptual
232,10.0,262,66,
232,0.0,271,0,
232,70.78,274,70,midterm
232,5.0,278,100,
232,7.0,280,70,
232,0.0,285,0,
232,8.0,287,72,
232,13.0,289,86,
232,27.0,290,54,
232,6.0,299,85,
233,13.0,191,100,
233,10.0,193,100,
233,16.0,196,100,theory
233,14.0,200,87,theory
233,9.0,201,100,
233,11.0,203,100,
233,16.0,205,100,conceptual
233,10.0,209,100,
233,9.33,210,93,conceptual
233,9.66,212,96,
233,8.5,214,85,conceptual
233,11.0,218,52,
233,10.0,222,100,mapping
233,7.52,224,75,
233,15.0,226,100,mapping
233,4.62,234,46,conceptual
233,0.0,236,0,
233,10.0,238,100,
233,0.0,241,0,conceptual
233,34.0,244,61,
233,10.0,247,100,mapping
233,10.0,251,100,conceptual
233,8.86,258,88,mapping
233,9.6,259,96,conceptual
233,11.0,262,73,
233,8.0,263,80,
233,0.0,271,0,
233,73.7,274,73,midterm
233,5.0,278,100,
233,8.0,280,80,
233,9.0,287,81,
233,6.0,289,40,
233,22.0,290,44,
233,12.0,301,100,
235,13.0,191,100,
235,9.0,193,90,
235,16.0,196,100,theory
235,16.0,200,100,theory
235,9.0,201,100,
235,11.0,203,100,
235,9.0,205,56,conceptual
235,10.0,209,100,
235,10.0,210,100,conceptual
235,5.86,212,58,
235,10.0,214,100,conceptual
235,18.0,216,100,
235,20.0,218,95,
235,10.0,222,100,mapping
235,8.58,224,85,
235,14.0,226,93,mapping
235,10.0,229,100,conceptual
235,2.96,232,29,conceptual
235,8.46,234,84,conceptual
235,0.0,236,0,
235,8.0,238,80,
235,5.0,241,50,conceptual
235,52.0,244,94,
235,10.0,247,100,mapping
235,0.0,249,0,conceptual
235,10.0,251,100,conceptual
235,8.89,258,88,mapping
235,8.0,259,80,conceptual
235,15.0,262,100,
235,10.0,263,100,
235,0.0,271,0,
235,54.45,274,54,midterm
235,5.0,278,100,
235,9.0,280,90,
235,0.0,285,0,
235,8.0,287,72,
235,12.0,289,80,
235,11.0,290,22,
235,6.0,299,85,
235,11.0,301,91,
238,13.0,191,100,
238,8.0,193,80,
238,16.0,196,100,theory
238,16.0,200,100,theory
238,9.0,201,100,
238,11.0,203,100,
238,16.0,205,100,conceptual
238,10.0,209,100,
238,10.0,210,100,conceptual
238,10.0,212,100,
238,0.0,216,0,
238,17.0,218,80,
238,8.87,224,88,
238,14.0,226,93,mapping
238,6.67,228,66,mapping
238,10.0,229,100,conceptual
238,8.35,235,83,mapping
238,7.0,236,70,
238,3.0,238,30,
238,8.57,241,85,conceptual
238,35.0,244,63,
238,9.97,247,99,mapping
238,9.29,258,92,mapping
238,8.0,260,80,conceptual
238,6.0,263,60,
238,62.41,274,62,midterm
238,5.0,278,100,
238,0.0,285,0,
238,7.0,287,63,
238,20.0,291,40,
238,10.0,295,66,
239,13.0,191,100,
239,10.0,193,100,
239,16.0,196,100,theory
239,15.0,200,93,theory
239,9.0,201,100,
239,10.0,203,90,
239,10.0,209,100,
239,10.0,210,100,conceptual
239,10.0,212,100,
239,9.75,214,97,conceptual
239,0.0,216,0,
239,18.5,218,88,
239,10.0,222,100,mapping
239,5.25,224,52,
239,13.0,226,86,mapping
239,4.44,228,44,mapping
239,10.0,229,100,conceptual
239,4.23,235,42,mapping
239,10.0,236,100,
239,6.0,238,60,
239,10.0,241,100,conceptual
239,45.5,244,82,
239,10.0,247,100,mapping
239,6.0,251,60,conceptual
239,6.97,258,69,mapping
239,8.0,260,80,conceptual
239,12.0,262,80,
239,10.0,263,100,
239,57.7,274,57,midterm
239,5.0,278,100,
239,9.0,287,81,
239,32.0,291,64,
239,5.0,295,33,
239,10.0,301,83,
240,13.0,191,100,
240,10.0,193,100,
240,16.0,196,100,theory
240,14.0,200,87,theory
240,9.0,201,100,
240,9.0,203,81,
240,13.0,205,81,conceptual
240,6.5,209,100,
240,9.31,212,93,
240,17.0,216,94,
240,20.0,218,95,
240,8.58,224,85,
240,6.67,232,66,conceptual
240,6.92,234,69,conceptual
240,0.0,236,0,
240,8.0,238,80,
240,9.52,241,95,conceptual
240,53.0,244,96,
240,8.93,247,89,mapping
240,9.44,257,94,mapping
240,9.2,259,92,conceptual
240,8.0,263,80,
240,76.32,274,76,midterm
240,4.0,278,80,
240,7.0,280,70,
240,0.0,285,0,
240,5.0,287,45,
240,11.0,289,73,
240,34.0,290,68,
240,5.0,299,71,
240,11.0,301,91,
241,11.0,191,84,
241,10.0,193,100,
241,16.0,196,100,theory
241,15.0,200,93,theory
241,9.0,201,100,
241,11.0,203,100,
241,12.0,205,75,conceptual
241,10.0,209,100,
241,7.7,210,77,conceptual
241,10.0,212,100,
241,9.0,214,90,conceptual
241,16.0,216,88,
241,17.0,218,80,
241,9.77,222,97,mapping
241,7.87,224,78,
241,6.0,226,40,mapping
241,7.04,228,70,mapping
241,8.5,229,85,conceptual
241,7.69,235,76,mapping
241,3.0,236,30,
241,1.0,238,10,
241,9.29,241,92,conceptual
241,53.0,244,96,
241,9.12,247,91,mapping
241,0.0,249,0,conceptual
241,9.0,251,90,conceptual
241,7.2,258,72,mapping
241,7.5,260,75,conceptual
241,13.0,262,86,
241,4.0,263,40,
241,0.0,271,0,
241,72.91,274,72,midterm
241,5.0,278,100,
241,8.0,280,80,
241,0.0,285,0,
241,5.0,287,45,
241,26.0,291,52,
241,10.0,295,66,
241,5.0,299,71,
243,13.0,191,100,
243,10.0,193,100,
243,16.0,196,100,theory
243,16.0,200,100,theory
243,9.0,201,100,
243,11.0,203,100,
243,11.0,205,68,conceptual
243,6.0,209,100,
243,10.0,210,100,conceptual
243,10.0,212,100,
243,10.0,214,100,conceptual
243,11.5,216,63,
243,19.0,218,90,
243,10.0,222,100,mapping
