user_id,high_score,quiz_id
241,9.29,241
241,53.00,244
241,9.12,247
241,0.00,249
241,9.00,251
241,7.20,258
241,7.50,260
241,13.00,262
241,4.00,263
241,0.00,271
241,72.91,274
241,5.00,278
241,8.00,280
241,0.00,285
241,5.00,287
241,26.00,291
241,10.00,295
241,5.00,299
241,9.00,308
241,10.00,312
241,52.00,318
243,13.00,191
243,10.00,193
243,16.00,196
243,16.00,200
243,9.00,201
243,11.00,203
243,11.00,205
243,6.00,209
243,10.00,210
243,10.00,212
243,10.00,214
243,11.50,216
243,19.00,218
243,10.00,222
243,11.00,226
243,7.78,228
243,10.00,229
243,7.58,235
243,3.00,236
243,3.00,238
243,9.29,241
243,52.00,244
243,10.00,247
243,0.00,249
243,7.00,251
243,9.21,257
243,10.00,260
243,14.00,262
243,6.00,263
243,0.00,271
243,80.46,274
243,5.00,278
243,8.00,280
243,10.00,285
243,8.00,287
243,28.00,291
243,13.00,295
243,7.00,299
243,25.00,306
243,10.00,308
243,17.00,310
243,12.00,312
243,2.00,316
243,46.00,318
244,13.00,191
244,10.00,193
244,14.00,196
244,13.00,200
244,9.00,201
244,10.00,203
244,10.00,205
244,9.00,209
244,10.00,210
244,10.00,212
244,9.00,214
244,17.00,216
244,20.00,218
244,7.87,224
244,7.00,226
244,10.00,229
244,8.52,232
244,5.77,234
244,0.00,236
244,10.00,238
244,9.05,241
244,45.50,244
244,9.94,247
244,7.00,251
244,8.72,257
244,7.60,259
244,11.00,262
244,9.00,263
244,68.87,274
244,5.00,278
244,7.00,280
244,0.00,285
244,5.00,287
244,15.00,289
244,29.00,290
244,5.00,299
244,11.00,301
244,8.00,307
244,9.00,308
244,45.00,319
245,13.00,191
245,8.00,193
245,16.00,196
245,12.00,200
245,9.00,201
245,10.00,203
245,13.00,205
245,10.00,209
245,10.00,210
245,10.00,212
245,10.00,214
245,16.50,216
245,18.50,218
245,10.00,222
245,10.00,224
245,6.00,226
245,5.19,228
245,10.00,229
245,6.81,235
245,3.00,236
245,0.00,238
245,9.29,241
245,53.00,244
245,10.00,247
